"Customer ID","Name","Email Address","Age","Location","Income","Occupation","Laptop Brands","Price","Frequency of Use","Purpose","Previous Brands Owned","Satisfaction Rating","Tech Knowledge Level","Cart Abandonment"
43224685,"Madeline Johnston","martinezjohn@example.net",21,"Small City",37395,"Unemployed/Unskilled","Acer",1631.015680418214,"Weekly","Work","Threat his.",3,"Intermediate","Yes"
35472186,"Isaiah Combs","meltonethan@example.com",64,"Big City",267101,"Unemployed/Unskilled","Asus",1852.764733643561,"Weekly","Work","At indeed.",3,"Advanced","Yes"
20194548,"Kristy Miles","jessicamitchell@example.com",31,"Small City",47098,"Management/self-employed/highly qualified employee/officer","Acer",392.75113021551397,"Daily","Work","Summer.",1,"Beginner","No"
31749769,"Janet Sexton","myersmeredith@example.org",35,"Small City",41949,"Management/self-employed/highly qualified employee/officer","Lenovo",623.4234958028694,"Rarely","Entertainment","Despite.",4,"Intermediate","No"
23909477,"Jennifer Bates","williamgarcia@example.org",38,"Small City",37190,"Management/self-employed/highly qualified employee/officer","Acer",1731.4245102224827,"Weekly","Entertainment","Produce.",5,"Beginner","No"
79574552,"Scott Allen","justin21@example.net",27,"Midsize-City",65944,"Management/self-employed/highly qualified employee/officer","Apple",1451.850121563361,"Daily","Entertainment","Laugh buy.",5,"Advanced","No"
24411004,"Darin Gallagher","rosechad@example.com",54,"Big City",234994,"Unemployed/Unskilled","Asus",1511.7020899016459,"Weekly","Work","Power suggest.",2,"Expert","Yes"
59267368,"Cassandra Fuentes","jenkinsjennifer@example.com",39,"Small City",37621,"Management/self-employed/highly qualified employee/officer","Lenovo",582.1828779886232,"Weekly","Entertainment","Ask before.",2,"Intermediate","Yes"
42104238,"Angel Lawrence","masonrobert@example.net",66,"Big City",110898,"Skilled Employee/official","HP",1002.2052421274317,"Rarely","Entertainment","Friend.",2,"Expert","No"
94061271,"Janet Pena","mariealexander@example.net",44,"Small City",36068,"Unemployed/Unskilled","Asus",303.1410777950261,"Daily","Work","Them.",5,"Intermediate","No"
70083984,"Heather White","kayla51@example.net",67,"Big City",263705,"Unemployed/Unskilled","Dell",1995.5910015892503,"Daily","Work","Word.",1,"Expert","Yes"
47749950,"Lauren Coleman","nicholas65@example.org",24,"Midsize-City",38019,"Skilled Employee/official","Apple",781.8846402627393,"Weekly","Work","Speak while.",2,"Intermediate","No"
95813880,"Shannon Leon","robertlarson@example.com",19,"Midsize-City",37386,"Skilled Employee/official","Acer",1206.1436577436234,"Rarely","Gaming","Let serve.",3,"Beginner","No"
32046578,"Michael Mcdonald","wesleyphillips@example.net",59,"Big City",51769,"Unemployed/Unskilled","Dell",1873.160276516036,"Weekly","Work","Possible.",4,"Intermediate","No"
98304165,"Kristie Esparza","huntbrandi@example.net",28,"Big City",297504,"Unemployed/Unskilled","Acer",517.6464026524312,"Weekly","Work","Student some.",1,"Expert","Yes"
92179325,"Megan Hughes","edward91@example.org",69,"Midsize-City",42669,"Unemployed/Unskilled","Asus",767.3503824457779,"Weekly","Entertainment","Movement commercial.",3,"Beginner","Yes"
91001822,"Dean Allison","brownalexandra@example.net",65,"Big City",294776,"Management/self-employed/highly qualified employee/officer","Acer",1849.602896999792,"Rarely","Gaming","Add.",5,"Expert","No"
57861749,"Dustin Harrison","amber04@example.net",41,"Big City",112977,"Skilled Employee/official","HP",966.1330664724634,"Daily","Work","Begin door.",5,"Expert","No"
21715111,"Charles Martinez","timothy18@example.org",48,"Big City",67042,"Unemployed/Unskilled","Asus",934.0601600571276,"Daily","Work","Our.",1,"Advanced","Yes"
55881283,"Kathryn Bray","acevedoandrea@example.net",24,"Midsize-City",47555,"Skilled Employee/official","Dell",1685.758755303136,"Rarely","Gaming","Become guess.",2,"Intermediate","Yes"
54663637,"Jonathan Wagner","lstewart@example.com",63,"Big City",208364,"Skilled Employee/official","Dell",587.3260689171027,"Rarely","Gaming","Movement opportunity.",4,"Expert","No"
76690578,"Thomas Leon Jr.","ahorn@example.net",29,"Midsize-City",48662,"Skilled Employee/official","Apple",1852.4607389820137,"Weekly","Gaming","Course.",2,"Beginner","Yes"
19720023,"Haley Jackson","rogersaustin@example.com",66,"Small City",43019,"Skilled Employee/official","Asus",1077.8582575106861,"Rarely","Gaming","Artist.",5,"Intermediate","No"
32262790,"Joshua Kennedy","johnmoore@example.net",42,"Big City",62343,"Management/self-employed/highly qualified employee/officer","HP",1014.5957384817433,"Daily","Entertainment","She Mr.",3,"Intermediate","Yes"
81528816,"Jon Palmer","smithsarah@example.org",60,"Small City",36774,"Skilled Employee/official","HP",769.3938686963156,"Weekly","Work","Right effort.",1,"Intermediate","No"
12829048,"Karen Farmer","joshua23@example.net",23,"Midsize-City",46226,"Skilled Employee/official","Dell",712.3762450286529,"Weekly","Gaming","Both assume.",4,"Intermediate","No"
32002449,"Jennifer Evans MD","vbrown@example.org",52,"Big City",52632,"Unemployed/Unskilled","Asus",1739.8451140241632,"Weekly","Work","Eat.",3,"Advanced","Yes"
74047903,"Jason Chen","zmartinez@example.net",54,"Midsize-City",60016,"Management/self-employed/highly qualified employee/officer","Apple",1452.7909304578186,"Daily","Entertainment","Whose condition.",2,"Advanced","Yes"
31785682,"Stacy Nguyen","larry25@example.com",20,"Small City",41068,"Unemployed/Unskilled","Asus",1642.811709692637,"Rarely","Gaming","Where consumer.",4,"Beginner","No"
13072798,"Dr. Timothy Clark DDS","daviscaleb@example.net",65,"Midsize-City",69684,"Skilled Employee/official","Apple",639.2091939740681,"Weekly","Gaming","Home shake.",3,"Intermediate","Yes"
37031458,"John Mullins","eolsen@example.org",58,"Midsize-City",58971,"Skilled Employee/official","HP",1489.4964603725202,"Weekly","Entertainment","Generation.",5,"Intermediate","No"
45079750,"Lawrence Anderson","melissa49@example.org",58,"Midsize-City",52035,"Management/self-employed/highly qualified employee/officer","Lenovo",1705.2196872658242,"Weekly","Work","Including recognize.",2,"Advanced","Yes"
84153114,"Wendy Vazquez","hshaffer@example.net",35,"Big City",117958,"Management/self-employed/highly qualified employee/officer","Dell",1267.941265082705,"Weekly","Entertainment","Number.",2,"Expert","No"
86745376,"George Lozano","ethan36@example.org",32,"Big City",190789,"Unemployed/Unskilled","Apple",392.9351660136427,"Weekly","Gaming","Whose.",2,"Advanced","No"
15877355,"Dr. Melissa Johnson","triciabailey@example.net",55,"Small City",37243,"Management/self-employed/highly qualified employee/officer","Acer",345.00969494090856,"Weekly","Work","Station.",4,"Beginner","No"
59898564,"William Martinez","meganherrera@example.com",29,"Midsize-City",61284,"Unemployed/Unskilled","Acer",438.11612034892016,"Weekly","Entertainment","Three.",4,"Advanced","No"
67456823,"Jennifer Warren","srodriguez@example.com",32,"Midsize-City",49737,"Management/self-employed/highly qualified employee/officer","Dell",563.4218654296808,"Rarely","Gaming","Education.",2,"Beginner","Yes"
39230825,"Luke Johnston","belinda70@example.com",39,"Small City",40065,"Unemployed/Unskilled","Apple",1008.5063536322499,"Daily","Entertainment","Increase since.",5,"Intermediate","No"
95155981,"Sergio Best","ambermiller@example.net",53,"Midsize-City",39345,"Unemployed/Unskilled","HP",596.9799134749954,"Weekly","Work","Blue present.",2,"Beginner","Yes"
22127365,"Sherry Richards","oliveramy@example.org",63,"Small City",43992,"Unemployed/Unskilled","HP",596.6315622293857,"Weekly","Gaming","Order.",4,"Intermediate","No"
15620385,"Jeffrey Williams","larsonwyatt@example.com",48,"Big City",196866,"Unemployed/Unskilled","Lenovo",634.8903742649345,"Rarely","Entertainment","Media.",5,"Advanced","No"
88575079,"Crystal Cox","emma81@example.com",41,"Midsize-City",56560,"Management/self-employed/highly qualified employee/officer","Acer",750.4179915957571,"Rarely","Gaming","Listen art.",5,"Intermediate","No"
66256337,"Pamela Thompson","ricegeorge@example.com",35,"Big City",57110,"Management/self-employed/highly qualified employee/officer","Acer",1333.6540594394166,"Rarely","Entertainment","Field.",5,"Intermediate","No"
98634314,"Kristin Moore","montgomeryalexander@example.com",32,"Midsize-City",63994,"Management/self-employed/highly qualified employee/officer","Acer",1649.1282267192908,"Daily","Work","Manager.",4,"Advanced","No"
55803107,"Michelle Patterson","emily30@example.net",33,"Midsize-City",42515,"Unemployed/Unskilled","Apple",317.8464066800453,"Weekly","Work","Consider arrive.",5,"Intermediate","No"
70065234,"Christopher Gardner","brad84@example.org",53,"Big City",148219,"Skilled Employee/official","Lenovo",803.7239547055942,"Weekly","Work","Much.",5,"Advanced","No"
58876342,"Joseph Watson","houstonmegan@example.org",18,"Small City",44020,"Unemployed/Unskilled","Dell",1712.9412622433285,"Daily","Entertainment","There turn.",1,"Beginner","Yes"
80844438,"Brian Fritz","orodriguez@example.org",62,"Big City",156397,"Skilled Employee/official","Lenovo",548.189709852765,"Daily","Work","Behavior east.",3,"Advanced","Yes"
25408352,"Latasha Ferguson","nelsonpatricia@example.org",49,"Big City",203833,"Skilled Employee/official","Asus",723.7923613545074,"Weekly","Work","Different energy.",2,"Expert","Yes"
79511715,"Pamela Jones","david55@example.com",27,"Small City",42850,"Management/self-employed/highly qualified employee/officer","Dell",569.8713114846767,"Weekly","Entertainment","Energy.",3,"Intermediate","Yes"
58409993,"Adam Clark","jamesgardner@example.org",57,"Big City",129296,"Management/self-employed/highly qualified employee/officer","HP",1147.0923249934876,"Weekly","Entertainment","Similar benefit.",1,"Expert","No"
63915334,"Sarah Mitchell","timothylopez@example.com",22,"Small City",49719,"Management/self-employed/highly qualified employee/officer","HP",1437.745834068727,"Weekly","Gaming","Reflect.",1,"Beginner","Yes"
60471508,"Kenneth Knight","ebony19@example.com",50,"Big City",50011,"Management/self-employed/highly qualified employee/officer","Lenovo",981.9777567263727,"Rarely","Entertainment","Probably board.",4,"Advanced","No"
12997057,"Laura Williams","tricia00@example.net",65,"Midsize-City",36311,"Management/self-employed/highly qualified employee/officer","Dell",817.2624750282896,"Rarely","Gaming","Contain.",2,"Beginner","No"
99119265,"Gail George","tiffanytorres@example.com",64,"Big City",52704,"Unemployed/Unskilled","HP",594.5721028695696,"Rarely","Gaming","Senior although.",3,"Intermediate","Yes"
83653521,"Marcus Burke","christinastephens@example.org",69,"Midsize-City",41451,"Unemployed/Unskilled","Acer",827.9036854402748,"Rarely","Entertainment","Writer society.",2,"Intermediate","No"
36146724,"David Payne","madisonjones@example.com",68,"Big City",177175,"Management/self-employed/highly qualified employee/officer","HP",929.8622122764378,"Weekly","Gaming","Trip.",1,"Expert","Yes"
17821666,"Matthew Bradford","valerie36@example.net",47,"Small City",40295,"Skilled Employee/official","Acer",1187.0728783935165,"Weekly","Work","Detail.",4,"Beginner","No"
98404035,"Melissa Simmons","paynemichael@example.org",24,"Big City",62739,"Unemployed/Unskilled","HP",974.0783484394138,"Daily","Entertainment","Space ability.",2,"Advanced","Yes"
10693709,"Eric Sandoval","julia34@example.com",48,"Big City",204897,"Management/self-employed/highly qualified employee/officer","Acer",877.3172453813243,"Weekly","Work","Season.",5,"Advanced","No"
39435068,"Robert Johnson","ramirezrandall@example.com",69,"Small City",41092,"Skilled Employee/official","Apple",1680.9825438884252,"Weekly","Gaming","Whether whether.",1,"Intermediate","Yes"
20820437,"John Marquez","leandrew@example.net",59,"Big City",123660,"Skilled Employee/official","Asus",1219.0236132234422,"Daily","Work","Back fast.",5,"Advanced","No"
10154904,"Brittany Watson","marshalljohn@example.org",64,"Midsize-City",41719,"Management/self-employed/highly qualified employee/officer","HP",924.1240980339874,"Daily","Work","Hard.",4,"Beginner","No"
67666654,"Judith Gonzalez","misty67@example.org",65,"Big City",191124,"Management/self-employed/highly qualified employee/officer","Dell",388.181008705274,"Weekly","Gaming","Republican cold.",3,"Advanced","Yes"
17276551,"Sean Roberson","fowlervictor@example.com",18,"Midsize-City",39546,"Management/self-employed/highly qualified employee/officer","Dell",1959.8534707533265,"Rarely","Entertainment","Sister day.",5,"Beginner","No"
93864563,"Andrew Thomas","aaron37@example.org",49,"Small City",49573,"Skilled Employee/official","Dell",788.7513927183635,"Rarely","Gaming","Western rate.",5,"Beginner","No"
70772601,"Jennifer Mahoney","angela39@example.org",50,"Midsize-City",51020,"Skilled Employee/official","HP",618.6378277814308,"Weekly","Work","Wrong forward.",3,"Advanced","Yes"
47366435,"Peter Tran","benjaminho@example.net",24,"Midsize-City",40008,"Skilled Employee/official","HP",415.9726292518424,"Rarely","Gaming","Party.",3,"Beginner","Yes"
62042389,"Douglas Hernandez","morriscarolyn@example.com",37,"Big City",57710,"Unemployed/Unskilled","Acer",1847.6449597926978,"Daily","Work","Far.",3,"Intermediate","Yes"
67022962,"Kimberly Wells","ashleymyers@example.org",26,"Midsize-City",43069,"Management/self-employed/highly qualified employee/officer","Apple",1279.7948645452793,"Daily","Work","Hit.",4,"Intermediate","No"
78081099,"Nicholas Sampson","douglashill@example.com",42,"Big City",138599,"Skilled Employee/official","Acer",1444.502191476331,"Weekly","Entertainment","Similar.",3,"Advanced","Yes"
54946690,"Vincent Robinson","vbush@example.net",67,"Small City",49970,"Unemployed/Unskilled","Lenovo",1618.0500035364444,"Weekly","Entertainment","Break design.",1,"Intermediate","Yes"
12699850,"Alyssa Harris","petersontravis@example.net",29,"Big City",134109,"Management/self-employed/highly qualified employee/officer","Lenovo",1334.48781902446,"Rarely","Gaming","Them style.",3,"Expert","No"
12788397,"Amber Bell","shellyholden@example.net",42,"Big City",108436,"Skilled Employee/official","Asus",563.1182150460772,"Weekly","Gaming","Claim his.",1,"Expert","No"
85527503,"John Mcintyre","john50@example.net",59,"Small City",38831,"Skilled Employee/official","HP",1291.7654387204486,"Rarely","Entertainment","Subject paper.",4,"Beginner","No"
87008516,"Lisa Griffith","nmiller@example.net",35,"Big City",242695,"Skilled Employee/official","Acer",1287.8705936828442,"Rarely","Entertainment","Traditional serve.",1,"Advanced","No"
77022427,"Billy Alvarado","thomasaustin@example.net",63,"Midsize-City",36691,"Management/self-employed/highly qualified employee/officer","Dell",1974.9681177364562,"Weekly","Entertainment","Practice choose.",1,"Beginner","No"
69865050,"Zoe Robertson","jeremiah12@example.org",70,"Big City",229375,"Unemployed/Unskilled","Asus",745.17713926286,"Rarely","Gaming","President.",3,"Advanced","No"
83512642,"Connie Gray","gcarr@example.org",52,"Small City",40682,"Unemployed/Unskilled","Asus",573.6841406189035,"Rarely","Entertainment","Bag.",1,"Intermediate","No"
93394588,"Beth Shea","ujenkins@example.org",63,"Big City",192611,"Unemployed/Unskilled","Apple",1363.1147589884456,"Daily","Entertainment","Former amount.",5,"Advanced","No"
57365466,"Mrs. Colleen Washington","georgeglover@example.org",36,"Midsize-City",77711,"Skilled Employee/official","Dell",1631.033804526063,"Weekly","Entertainment","Join.",1,"Advanced","No"
13089596,"Jorge Harper","christopher74@example.com",45,"Big City",149296,"Management/self-employed/highly qualified employee/officer","Lenovo",1405.9485320558854,"Rarely","Gaming","Source top.",3,"Advanced","No"
56167399,"Erin Cooper","gonzalessean@example.org",56,"Midsize-City",59611,"Management/self-employed/highly qualified employee/officer","Acer",672.2244387138832,"Weekly","Entertainment","Appear wear.",2,"Intermediate","Yes"
71341526,"James Hampton","xallen@example.net",46,"Midsize-City",62373,"Unemployed/Unskilled","Acer",1840.7944777368468,"Weekly","Entertainment","Suffer off.",2,"Advanced","No"
82250774,"Sean Townsend","hicksjacob@example.com",52,"Small City",36446,"Unemployed/Unskilled","Asus",759.3517238730502,"Rarely","Entertainment","National.",3,"Intermediate","Yes"
37442629,"Laura White","davidgriffin@example.com",57,"Big City",115488,"Skilled Employee/official","Dell",604.1291849455008,"Rarely","Entertainment","Outside.",1,"Advanced","No"
17148329,"Melissa Chandler","mross@example.net",33,"Big City",181940,"Management/self-employed/highly qualified employee/officer","Apple",1334.7583357576175,"Weekly","Gaming","Picture.",4,"Advanced","No"
78332103,"Alexandra Powell","ericbush@example.org",18,"Big City",250546,"Skilled Employee/official","Dell",1848.32767734526,"Rarely","Entertainment","Maintain.",5,"Expert","No"
99057010,"Brenda Moore","sking@example.net",25,"Big City",257951,"Management/self-employed/highly qualified employee/officer","Asus",1772.5652198003568,"Daily","Entertainment","Huge quite.",5,"Advanced","No"
81237509,"Kathryn Johnson","sprice@example.com",53,"Big City",51254,"Skilled Employee/official","Acer",737.9942796485025,"Weekly","Entertainment","Remain.",1,"Advanced","Yes"
13953010,"Donald Dunn","rachelarmstrong@example.com",51,"Midsize-City",56375,"Management/self-employed/highly qualified employee/officer","Apple",514.1460934228784,"Weekly","Work","Action.",2,"Advanced","Yes"
18827280,"Alexandria Porter","noahperry@example.com",51,"Small City",38950,"Skilled Employee/official","Dell",1860.4150457189269,"Daily","Work","Do account.",2,"Beginner","Yes"
95353725,"Joseph Payne","gary40@example.net",20,"Midsize-City",41742,"Unemployed/Unskilled","Apple",1858.846784821629,"Weekly","Entertainment","Prevent method.",5,"Beginner","No"
33627896,"Brian Diaz","timothy43@example.com",40,"Big City",177156,"Unemployed/Unskilled","Acer",413.4132310748579,"Weekly","Work","Play.",3,"Expert","No"
82451230,"Kayla Brown","scottrice@example.net",49,"Big City",185382,"Management/self-employed/highly qualified employee/officer","HP",854.426491499041,"Rarely","Gaming","Quite more.",4,"Advanced","No"
87638044,"Brian Lopez","mccoymichael@example.com",52,"Big City",221758,"Unemployed/Unskilled","Apple",580.3509260166365,"Daily","Entertainment","Wish computer.",1,"Advanced","Yes"
62541477,"Christian Koch","umiller@example.org",54,"Small City",43500,"Unemployed/Unskilled","Apple",1138.1212473910086,"Weekly","Entertainment","Address less.",1,"Beginner","No"
65766181,"Wendy Fields","brandoncarter@example.org",29,"Big City",151734,"Unemployed/Unskilled","Apple",391.43913495775695,"Rarely","Gaming","Break industry.",2,"Expert","No"
97873591,"Jason Mosley","vking@example.net",46,"Big City",65075,"Unemployed/Unskilled","Apple",562.7661436143369,"Weekly","Work","Child up.",2,"Advanced","Yes"
93375044,"Robin Gutierrez","michaelcherry@example.com",22,"Big City",182146,"Management/self-employed/highly qualified employee/officer","Asus",1522.185456588066,"Weekly","Work","Try far.",4,"Expert","No"
48873743,"Keith Weeks","timothy05@example.org",44,"Midsize-City",37983,"Unemployed/Unskilled","HP",1284.4335453780755,"Rarely","Gaming","Window brother.",4,"Intermediate","No"
12685595,"Timothy Carroll","scott46@example.org",19,"Big City",165315,"Unemployed/Unskilled","Lenovo",858.3406192488483,"Daily","Entertainment","He.",1,"Advanced","Yes"
43889893,"Zachary Brown PhD","jennifer05@example.com",32,"Big City",103848,"Skilled Employee/official","Apple",714.0208717181954,"Rarely","Gaming","Different mean.",3,"Advanced","No"
78946107,"Allison Waller","gregorywest@example.org",55,"Small City",38604,"Management/self-employed/highly qualified employee/officer","HP",614.2948451639004,"Daily","Work","Family.",1,"Intermediate","Yes"
31341423,"Richard Sutton","lauren40@example.net",50,"Big City",230335,"Unemployed/Unskilled","Dell",1060.0629289522735,"Rarely","Entertainment","Charge.",3,"Expert","No"
25439021,"Victoria Marsh","lopezchristy@example.com",56,"Big City",230005,"Unemployed/Unskilled","Lenovo",694.5832941229953,"Weekly","Work","State production.",4,"Advanced","No"
46377227,"John Martinez","angela14@example.org",26,"Big City",127624,"Skilled Employee/official","Apple",534.3122677322576,"Weekly","Gaming","When.",4,"Expert","No"
76832511,"Tyler Gamble","arellanoandre@example.com",24,"Big City",245304,"Skilled Employee/official","Apple",1579.8690613727595,"Daily","Entertainment","Yourself defense.",2,"Advanced","No"
82188804,"Dr. Grace Lee","conniesanders@example.com",51,"Midsize-City",60585,"Management/self-employed/highly qualified employee/officer","Dell",943.9498103012456,"Rarely","Gaming","Around.",4,"Intermediate","No"
48374033,"Vicki Gutierrez","gallegosmelissa@example.net",49,"Midsize-City",43820,"Management/self-employed/highly qualified employee/officer","Lenovo",779.2758593349536,"Weekly","Gaming","Pull.",3,"Intermediate","Yes"
34595962,"Zachary Murphy","patrickholmes@example.com",20,"Midsize-City",41157,"Management/self-employed/highly qualified employee/officer","Acer",1261.3555366857795,"Rarely","Entertainment","Future.",2,"Intermediate","Yes"
76684412,"Rhonda Ford","william32@example.net",60,"Midsize-City",43161,"Unemployed/Unskilled","Asus",1855.5863284953316,"Weekly","Gaming","Visit worker.",2,"Intermediate","No"
58923479,"Robert Freeman","lhill@example.org",54,"Midsize-City",40596,"Unemployed/Unskilled","Apple",381.4357319616342,"Daily","Entertainment","Suggest move.",1,"Beginner","Yes"
83734466,"Mitchell Gross","samantha05@example.com",60,"Small City",41223,"Unemployed/Unskilled","Dell",1035.775452573339,"Weekly","Work","Up hotel.",2,"Intermediate","No"
32027783,"Patricia Taylor","ashley14@example.com",61,"Big City",141480,"Management/self-employed/highly qualified employee/officer","Asus",1045.0178608642605,"Daily","Work","Send.",5,"Advanced","No"
96131942,"William Mccoy","tinagonzales@example.org",49,"Big City",67251,"Unemployed/Unskilled","Lenovo",1863.6482046291007,"Rarely","Entertainment","Training according.",1,"Intermediate","No"
94167384,"James Ballard","heathercompton@example.org",63,"Big City",66340,"Management/self-employed/highly qualified employee/officer","HP",1807.0069694169963,"Weekly","Gaming","Close.",3,"Intermediate","No"
84677134,"Megan Perry","gabrielle83@example.org",68,"Big City",68753,"Management/self-employed/highly qualified employee/officer","Asus",1521.1870998615577,"Weekly","Entertainment","Happy reason.",5,"Intermediate","No"
14946781,"Roberto Martinez","lambertscott@example.net",52,"Big City",63443,"Skilled Employee/official","Asus",1165.4437889257833,"Daily","Work","Perform.",2,"Intermediate","No"
76968377,"Melissa Owens","vbaker@example.com",37,"Small City",41999,"Unemployed/Unskilled","HP",1677.5016178452713,"Rarely","Gaming","Expert.",2,"Beginner","No"
93748606,"Valerie Berry","jamieshaw@example.net",46,"Big City",56067,"Management/self-employed/highly qualified employee/officer","Dell",469.48336860792625,"Daily","Entertainment","Six.",3,"Advanced","Yes"
69326451,"Todd Bright","joshua53@example.com",65,"Small City",40089,"Unemployed/Unskilled","Apple",435.0641254910857,"Daily","Work","Per.",5,"Intermediate","No"
33354189,"Donna Miranda","heidi56@example.org",66,"Big City",113196,"Unemployed/Unskilled","Dell",1140.9973378705276,"Daily","Work","Hold.",4,"Expert","No"
23930437,"Jacqueline Tucker","janet34@example.net",32,"Big City",160840,"Unemployed/Unskilled","Apple",1940.3022140960325,"Daily","Work","But best.",4,"Advanced","No"
97152470,"Erin Rogers","brandon29@example.com",29,"Big City",228536,"Unemployed/Unskilled","Asus",1148.4590403490429,"Weekly","Gaming","Enter start.",1,"Expert","Yes"
97861544,"Tiffany Day","hannah83@example.com",64,"Midsize-City",37117,"Management/self-employed/highly qualified employee/officer","Dell",1947.7987657781198,"Weekly","Gaming","Mean spend.",2,"Beginner","Yes"
82217996,"Christine French","brian03@example.org",33,"Big City",63962,"Skilled Employee/official","Apple",1618.6065938680408,"Weekly","Entertainment","Level experience.",4,"Intermediate","No"
49052619,"Robert Cisneros","george02@example.com",30,"Big City",284579,"Skilled Employee/official","Dell",1397.651277472329,"Weekly","Work","Interesting late.",4,"Expert","No"
10839288,"Michelle Jones","jparker@example.org",24,"Big City",129310,"Management/self-employed/highly qualified employee/officer","Apple",1058.279652066934,"Weekly","Entertainment","Risk instead.",2,"Advanced","No"
70622198,"Dominique Carney","michaelgomez@example.net",23,"Big City",228762,"Management/self-employed/highly qualified employee/officer","Apple",630.163236909317,"Weekly","Work","Decide.",3,"Advanced","No"
58136078,"Rebecca Chambers","tacevedo@example.net",35,"Small City",41800,"Skilled Employee/official","Dell",1958.8671424027025,"Rarely","Entertainment","Help.",5,"Intermediate","No"
34399294,"David Baker","taguilar@example.org",68,"Small City",36939,"Management/self-employed/highly qualified employee/officer","Lenovo",1512.5502374277453,"Daily","Entertainment","Health.",5,"Intermediate","No"
74145176,"Gabrielle Wood","wrussell@example.net",37,"Big City",172253,"Unemployed/Unskilled","Acer",1917.1316316398522,"Weekly","Gaming","Born scientist.",3,"Expert","Yes"
58394222,"Harold Torres","hoholly@example.com",45,"Small City",44953,"Skilled Employee/official","Apple",1839.865336594713,"Weekly","Gaming","Agree.",5,"Intermediate","No"
87338534,"Shannon Bell","bharrington@example.org",39,"Small City",38075,"Skilled Employee/official","Apple",1007.6227791448733,"Daily","Work","Difference.",1,"Beginner","Yes"
60512997,"Jermaine Contreras","sjohnson@example.org",54,"Small City",42329,"Management/self-employed/highly qualified employee/officer","HP",657.3583819634534,"Daily","Entertainment","Before tonight.",5,"Beginner","No"
41196739,"Vanessa Bennett","rose16@example.net",59,"Big City",247581,"Unemployed/Unskilled","Asus",1228.554820561154,"Rarely","Gaming","Wait.",5,"Advanced","No"
12802519,"Robin Noble","danielwalker@example.org",59,"Small City",37078,"Unemployed/Unskilled","Lenovo",1376.9467951697886,"Weekly","Work","Security prepare.",1,"Intermediate","Yes"
73034596,"Donald Sellers","jocelyn02@example.org",61,"Big City",58688,"Unemployed/Unskilled","Apple",818.8274214466611,"Weekly","Entertainment","Business.",1,"Advanced","Yes"
94256302,"Charlene Evans","alexanderjones@example.com",20,"Small City",39769,"Management/self-employed/highly qualified employee/officer","Lenovo",1344.6763013112288,"Daily","Work","Strategy serious.",3,"Intermediate","Yes"
76133456,"Nicole Barnes","kaitlyn65@example.net",23,"Big City",60735,"Unemployed/Unskilled","Acer",1707.2926972653106,"Weekly","Work","Job.",3,"Advanced","Yes"
31049945,"Angela Brooks","bmorrison@example.net",32,"Big City",194806,"Management/self-employed/highly qualified employee/officer","Dell",1373.5039414399234,"Rarely","Gaming","Very hour.",4,"Expert","No"
68471231,"Joel Burgess","egutierrez@example.com",35,"Midsize-City",41439,"Skilled Employee/official","HP",543.854883261069,"Weekly","Work","Available adult.",5,"Intermediate","No"
59761216,"Maurice Kramer","rachel20@example.net",59,"Small City",39399,"Skilled Employee/official","HP",1202.831535035018,"Daily","Work","Positive move.",1,"Intermediate","No"
42865264,"Kelly Mcpherson","stephaniephillips@example.org",48,"Big City",103167,"Management/self-employed/highly qualified employee/officer","Apple",1480.3586363156376,"Weekly","Gaming","Reality.",3,"Expert","Yes"
10872077,"Brianna Campbell","shawn23@example.net",50,"Big City",134026,"Unemployed/Unskilled","Acer",1903.832759286621,"Daily","Entertainment","Style.",5,"Advanced","No"
32635791,"Timothy Perez","steven75@example.net",65,"Small City",41402,"Skilled Employee/official","Dell",1046.3989761493954,"Weekly","Work","Moment.",1,"Beginner","No"
25030188,"Vanessa Knight","joshua35@example.net",53,"Small City",42653,"Management/self-employed/highly qualified employee/officer","Asus",1514.3678971891316,"Daily","Entertainment","Everything especially.",5,"Intermediate","No"
87493838,"Heather Evans","daniellehickman@example.net",52,"Big City",198083,"Unemployed/Unskilled","Lenovo",783.6867743012244,"Daily","Entertainment","Gun discussion.",5,"Expert","No"
39182371,"Sydney Craig","jeffreywebb@example.net",61,"Small City",49928,"Unemployed/Unskilled","Dell",1792.4848206590661,"Weekly","Work","Idea present.",3,"Beginner","No"
26443779,"Evan Santiago","zachary63@example.com",25,"Midsize-City",43091,"Skilled Employee/official","Apple",1303.8084840505285,"Weekly","Work","Finish.",5,"Beginner","No"
19093386,"Tina Ramirez","cgreene@example.org",34,"Big City",167423,"Skilled Employee/official","Apple",1615.6878738647922,"Daily","Work","North.",1,"Expert","No"
75431395,"Amber Hammond","jenkinsapril@example.net",49,"Small City",36590,"Management/self-employed/highly qualified employee/officer","Acer",1520.470040703177,"Weekly","Work","Spend.",4,"Beginner","No"
61588730,"Eric Douglas","vegajessica@example.org",47,"Midsize-City",42925,"Management/self-employed/highly qualified employee/officer","Dell",1144.4560206140857,"Rarely","Entertainment","House.",4,"Intermediate","No"
85059238,"Susan Martin","nancy07@example.net",27,"Small City",40202,"Management/self-employed/highly qualified employee/officer","Acer",453.9724114767464,"Rarely","Entertainment","Magazine.",5,"Intermediate","No"
78291765,"Anne Moody","robin07@example.com",52,"Midsize-City",57604,"Skilled Employee/official","Dell",1799.244631597536,"Daily","Entertainment","Value as.",4,"Advanced","No"
